type	text
souseki	八月 の 半  なか  ば ごろ に なっ て 、 私  わたくし  は ある 朋友  ほう ゆう  から 手紙 を 受け取っ た 。 その 中 に 地方 の 中学 教員 の 口 が ある が 行か ない か と 書い て あっ た 。 この 朋友 は 経済 の 必要 上 、 自分 で そんな 位地 を 探し 廻  ま わ  る 男 で あっ た 。 この 口 も 始め は 自分 の 所 へ かかっ て 来 た の だ が 、 もっと 好  い  い 地方 へ 相談 が でき た ので 、 余っ た 方 を 私 に 譲る 気 で 、 わざわざ 知らせ て 来 て くれ た の で あっ た 。 私 は すぐ 返事 を 出し て 断っ た 。 知り合い の 中 に は 、 ずいぶん 骨 を 折っ て 、 教師 の 職 に ありつき た がっ て いる もの が ある から 、 その 方 へ 廻  ま わ  してやっ たら 好  よ  かろ う と 書い た 。
souseki	私 は 坐っ た まま 腰 を 浮かし た 時 の 落ち 付 か ない 気分 で 、 また 三 、 四 日 を 過ごし た 。 すると 父 が また 卒倒 し た 。 医者 は 絶対 に 安臥  あんが  を 命じ た 。
souseki	これ は 私 の 胸 で 推測 する が もの は ない 。 先生 自身 すでに そう だ と 告白 し て い た 。 ただ その 告白 が 雲 の 峯  みね  の よう で あっ た 。 私 の 頭 の 上 に 正体 の 知れ ない 恐ろしい もの を 蔽  おお  い 被  かぶ  せ た 。 そうして なぜ それ が 恐ろしい か 私 に も 解  わか  ら なかっ た 。 告白 は ぼう と し て い た 。 それでいて 明らか に 私 の 神経 を 震  ふる  わせ た 。
souseki	 そりゃ その くらい の 金 は ある さ 、 けれども 決して 財産 家 じゃ あり ませ ん 。 財産 家 なら もっと 大きな 家  うち  で も 造る さ 
souseki	私 は これから 先生 と 懇意 に なっ た 。 しかし 先生 が どこ に いる か は まだ 知ら なかっ た 。
souseki	次 の 日 私 は 先生 の 後  あと  に つづい て 海 へ 飛び込ん だ 。 そうして 先生 と いっしょ の 方角 に 泳い で 行っ た 。 二 ｜ 丁  ちょう  ほど 沖 へ 出る と 、 先生 は 後ろ を 振り返っ て 私 に 話し掛け た 。 広い 蒼  あお  い 海 の 表面 に 浮い て いる もの は 、 その 近所 に 私 ら 二 人 より 外  ほか  に なかっ た 。 そうして 強い 太陽 の 光 が 、 眼 の 届く 限り 水 と 山 と を 照らし て い た 。 私 は 自由 と 歓喜 に 充  み  ち た 筋肉 を 動かし て 海 の 中 で 躍  おど  り 狂っ た 。 先生 は また ぱたり と 手足 の 運動 を 已  や  め て 仰向け に なっ た まま 浪  なみ  の 上 に 寝 た 。 私 も その 真似  まね  を し た 。 青空 の 色 が ぎらぎら と 眼 を 射る よう に 痛烈 な 色 を 私 の 顔 に 投げ付け た 。  愉快 です ね  と 私 は 大きな 声 を 出し た 。
souseki	同時に 私 は Ｋ の 死因 を 繰り返し 繰り返し 考え た の です 。 その 当座 は 頭 が ただ 恋 の 一 字 で 支配 さ れ て い た せい で も あり ましょ う が 、 私 の 観察 は むしろ 簡単 で しかも 直線 的 でし た 。 Ｋ は 正  まさ  しく 失恋 の ため に 死ん だ もの と すぐ 極  き  め て しまっ た の です 。 しかし 段々 落ち 付い た 気分 で 、 同じ 現象 に 向っ て みる と 、 そう 容易  たやす  く は 解決 が 着か ない よう に 思わ れ て 来 まし た 。 現実 と 理想 の 衝突 、 —— それでも まだ 不充分 でし た 。 私 は しまいに Ｋ が 私 の よう に たった 一 人 で 淋  さむ  し くっ て 仕方 が なくなっ た 結果 、 急 に 所 決  しょ けつ  し た の で は なかろ う か と 疑い 出し まし た 。 そうして また 慄  ぞ っ  と し た の です 。 私 も Ｋ の 歩い た 路  みち  を 、 Ｋ と 同じ よう に 辿  た ど  って いる の だ という 予覚  よ かく  が 、 折々 風 の よう に 私 の 胸 を 横 過  よ こぎ  り 始め た から です 。
souseki	兄 は 必竟  ひっきょう  聞い て も 解  わか  ら ない という の で あっ た 。 私 から 見れ ば なに も 無理 に 先生 を 兄 に 理解 し て もらう 必要 は なかっ た 。 けれども 腹 は 立っ た 。 また 例 の 兄 らしい 所 が 出 て 来 た と 思っ た 。
souseki	それから 中  なか  二 日 おい て ちょうど 三 日 目 の 午後 だっ た と 思う 。 先生 と 掛茶屋  かけ ぢ ゃや  で 出会っ た 時 、 先生 は 突然 私 に 向かっ て 、  君 は まだ 大分  だいぶ  長く ここ に いる つもり です か  と 聞い た 。 考え の ない 私 は こういう 問い に 答える だけ の 用意 を 頭 の 中 に 蓄え て い なかっ た 。 それで  どう だ か 分り ませ ん  と 答え た 。 しかし にやにや 笑っ て いる 先生 の 顔 を 見 た 時 、 私 は 急 に 極  きま  り が 悪く なっ た 。  先生 は ？  と 聞き返さ ず に は い られ なかっ た 。 これ が 私 の 口 を 出 た 先生 という 言葉 の 始まり で ある 。
souseki	同時に 彼 と 養家 と の 関係 は 、 段々 こん 絡  がら  がっ て 来 まし た 。 時間 に 余裕 の なくなっ た 彼 は 、 前 の よう に 私 と 話す 機会 を 奪わ れ た ので 、 私 は ついに その 顛末  てん まつ  を 詳しく 聞か ず に しまい まし た が 、 解決 の ますます 困難 に なっ て ゆく 事 だけ は 承知 し て い まし た 。 人 が 仲 に 入っ て 調停 を 試み た 事 も 知っ て い まし た 。 その 人 は 手紙 で Ｋ に 帰国 を 促  う な が  し た の です が 、 Ｋ は 到底 ｜ 駄目  だめ  だ と いっ て 、 応じ ませ ん でし た 。 この 剛 情  ご うじ ょう  な ところが 、 —— Ｋ は 学年 中 で 帰れ ない の だ から 仕方 が ない と いい まし た けれども 、 向う から 見れ ば 剛 情 でしょ う 。 そこ が 事態 を ますます 険悪 に し た よう に も 見え まし た 。 彼 は 養家 の 感情 を 害する と共に 、 実家 の 怒  いか  り も 買う よう に なり まし た 。 私 が 心配 し て 双方 を 融和 する ため に 手紙 を 書い た 時 は 、 もう 何 の 効果  きき め  も あり ませ ん でし た 。 私 の 手紙 は 一言  ひとこと  の 返事 さえ 受け ず に 葬ら れ て しまっ た の です 。 私 も 腹 が 立ち まし た 。 今 まで も 行 掛  ゆき が か  り 上 、 Ｋ に 同情 し て い た 私 は 、 それ 以後 は 理 否 を 度外 に 置い て も Ｋ の 味方 を する 気 に なり まし た 。
souseki	母 は 私 の 想像 し た ごとく それ を 読ま なかっ た 。
souseki	 ちっとも なら ない わ 。 苦しい ぎりで 。 でも あなた は 大変 ご 愉快  ゆか い  そうね 、 少し ご 酒  し ゅ  を 召し上がる と 
souseki	私 は この 一 夏  ひと なつ  を 無為 に 過ごす 気 は なかっ た 。 国 へ 帰っ て から の 日程 という よう な もの を あらかじめ 作っ て おい た ので 、 それ を 履行  りこ う  する に 必要 な 書物 も 手 に 入れ なけれ ば なら なかっ た 。 私 は 半日 を 丸善  まる ぜん  の 二 階 で 潰  つぶ  す 覚悟 で い た 。 私 は 自分 に 関係 の 深い 部門 の 書籍 棚 の 前 に 立っ て 、 隅 から 隅 まで 一 冊 ずつ 点検 し て 行っ た 。
souseki	私  わたくし  は 立て掛け た 腰 を また おろし て 、 話 の 区切り の 付く まで 二 人 の 相手 に なっ て い た 。
souseki	 作 さん よく 来 て くれ た 。 作 さん は 丈夫 で 羨  うら や  まし いね 。 己  おれ  は もう 駄目  だめ  だ 
souseki	学校 を 卒業 する の を 普通 の 人間 として 当然 の よう に 考え て い た 私  わたくし  は 、 それ を 予期 以上 に 喜ん で くれる 父 の 前 に 恐縮 し た 。
souseki	私 は 暇 乞  いと ま ご  い を する 時 先生 夫婦 に 述べ た 通り 、 それ から 三 日 目 の 汽車 で 東京 を 立っ て 国 へ 帰っ た 。 この 冬 以来 父 の 病気 について 先生 から 色々 の 注意 を 受け た 私 は 、 一番 心配 し なけれ ば なら ない 地位 に あり ながら 、 どういう もの か 、 それ が 大して 苦 に なら なかっ た 。 私 は むしろ 父 が い なく なっ た あと の 母 を 想像 し て 気の毒 に 思っ た 。 その くらい だ から 私 は 心 の どこ か で 、 父 は すでに 亡くなる べき もの と 覚悟 し て い た に 違い なかっ た 。 九州 に いる 兄 へ やっ た 手紙 の なか に も 、 私 は 父 の 到底  とても  故  もと  の よう な 健康 体 に なる 見込み の ない 事 を 述べ た 。 一 度 など は 職務 の 都合 も あろ う が 、 できる なら 繰り合せ て この 夏 ぐらい 一 度 顔 だけ でも 見 に 帰っ たら どう だ と まで 書い た 。 その 上 年寄 が 二 人 ぎりで 田舎 に いる の は 定  さだ  め て 心細い だろ う 、 我々 も 子 として 遺憾  いかん  の 至  い た  り で ある という よう な 感傷 的 な 文句 さえ 使っ た 。 私 は 実際 心 に 浮ぶ まま を 書い た 。 けれども 書い た あと の 気分 は 書い た 時 と は 違っ て い た 。
souseki	 丈夫 です と も 。 何 に も 持病 は あり ませ ん 
souseki	その 時 の 私 は 屈托  くったく  が ない と いう より むしろ 無聊  ぶりょう  に 苦しん で い た 。 それで 翌日  あくる ひ  も また 先生 に 会っ た 時刻 を 見計らっ て 、 わざわざ 掛茶屋  かけ ぢ ゃや  まで 出かけ て み た 。 すると 西洋 人 は 来 ない で 先生 一 人 ｜ 麦藁 帽  むぎ わら ぼう  を 被  かぶ  って やって来 た 。 先生 は 眼鏡  めがね  を とっ て 台 の 上 に 置い て 、 すぐ 手拭  て ぬぐい  で 頭 を 包ん で 、 すたすた 浜 を 下り て 行っ た 。 先生 が 昨日  きのう  の よう に 騒がしい 浴客  よく かく  の 中 を 通り抜け て 、 一 人 で 泳ぎ 出し た 時 、 私 は 急 に その後  あと  が 追い掛け たく なっ た 。 私 は 浅い 水 を 頭 の 上 まで 跳  はね  かし て 相当 の 深 さ の 所 まで 来 て 、 そこ から 先生 を 目標  めじ る し  に 抜手  ぬき で  を 切っ た 。 すると 先生 は 昨日 と 違っ て 、 一種 の 弧線  こせ ん  を 描  え が  い て 、 妙 な 方向 から 岸 の 方 へ 帰り 始め た 。 それで 私 の 目的 は ついに 達せ られ なかっ た 。 私 が 陸  おか  へ 上がっ て 雫  しずく  の 垂れる 手 を 振り ながら 掛茶屋 に 入る と 、 先生 は もう ちゃんと 着物 を 着 て 入れ違い に 外 へ 出 て 行っ た 。
souseki	 死ん だ つもり で 生き て 行こ う と 決心 し た 私 の 心 は 、 時々 外界 の 刺戟  しげき  で 躍  おど  り 上がり まし た 。 しかし 私 が どの 方面 か へ 切っ て 出よ う と 思い立つ や 否  い な  や 、 恐ろしい 力 が どこ から か 出 て 来 て 、 私 の 心 を ぐいと 握り締め て 少し も 動け ない よう に する の です 。 そうして その 力 が 私 に お前 は 何 を する 資格 も ない 男 だ と 抑  お さ  え 付ける よう に いっ て 聞か せ ます 。 すると 私 は その 一言  いちげん  で 直  すぐ  ぐたりと 萎  しお  れ て しまい ます 。 しばらく し て また 立ち上がろ う と する と 、 また 締め付け られ ます 。 私 は 歯 を 食いしばっ て 、 何で 他  ひと  の 邪魔 を する の か と 怒鳴り 付け ます 。 不可思議 な 力 は 冷  ひ や  や かな 声 で 笑い ます 。 自分 で よく 知っ て いる くせ に と いい ます 。 私 は またぐ たり と なり ます 。
souseki	父 は 死病 に 罹  かか  って いる 事 を とうから 自覚 し て い た 。 それでいて 、 眼前 に せまり つつ ある 死 そのもの に は 気が付か なかっ た 。
souseki	 信用 し ない って 、 特に あなた を 信用 し ない ん じゃ ない 。 人間 全体 を 信用 し ない ん です 
souseki	父 は 時々 眼 を 開け て 、 誰  だれ  は どう し た など と 突然 聞い た 。 その 誰 は つい 先刻  さっき  まで そこ に 坐  すわ  って い た 人 の 名 に 限ら れ て い た 。 父 の 意識 に は 暗い 所 と 明るい 所 と でき て 、 その 明るい 所 だけ が 、 闇  やみ  を 縫う 白い 糸 の よう に 、 ある 距離 を 置い て 連続 する よう に みえ た 。 母 が 昏睡  こんすい  状態 を 普通 の 眠り と 取り違え た の も 無理 は なかっ た 。
souseki	私 は 一層  いっそ  思い切っ て 、 ありのまま を 妻 に 打ち明けよ う と し た 事 が 何 度 も あり ます 。 しかし いざ という 間際 に なる と 自分 以外 の ある 力 が 不意 に 来 て 私 を 抑  お さ  え 付ける の です 。 私 を 理解 し て くれる あなた の 事 だ から 、 説明 する 必要 も ある まい と 思い ます が 、 話す べき 筋 だ から 話し て おき ます 。 その 時分 の 私 は 妻 に対して 己  おの  れ を 飾る 気 はまる で なかっ た の です 。 もし 私 が 亡友 に対する と 同じ よう な 善良 な 心 で 、 妻 の 前 に 懺悔  ざんげ  の 言葉 を 並べ た なら 、 妻 は 嬉  うれ  し 涙 を こぼし て も 私 の 罪 を 許し て くれ た に 違い ない の です 。 それ を あえて し ない 私 に 利害 の 打算 が ある はず は あり ませ ん 。 私 は ただ 妻 の 記憶 に 暗黒 な 一 点 を 印  い ん  する に 忍び なかっ た から 打ち明け なかっ た の です 。 純白 な もの に 一 雫  ひと しずく  の 印 気  インキ  で も 容赦  よう しゃ  なく 振り掛ける の は 、 私 にとって 大変 な 苦痛 だっ た の だ と 解釈 し て 下さい 。
souseki	私 に は 先生 の 話 が ますます 解  わか  ら なくなっ た 。 しかし 先生 は それ ぎり 恋 を 口 に し なかっ た 。
souseki	私 の 友達 に は 卒業 し ない 前 から 、 中学 教師 の 口 を 探し て いる 人 が あっ た 。 私 は 腹の中 で 奥さん の いう 事実 を 認め た 。 しかし こう いっ た 。
souseki	しかし その 先  さき  を どう しよ う という 分別 は まるで 起り ませ ん 。 恐らく 起る だけ の 余裕 が なかっ た の でしょ う 。 私 は 腋  わき  の 下 から 出る 気味 の わるい 汗 が 襯衣  シャツ  に 滲  し  み 透  とお  る の を 凝  じ っ  と 我慢 し て 動か ず に い まし た 。 Ｋ は その間  あいだ  いつも の 通り 重い 口 を 切っ て は 、 ぽつりぽつり と 自分 の 心 を 打ち明け て ゆき ます 。 私 は 苦しくっ て 堪  たま  り ませ ん でし た 。 おそらく その 苦し さ は 、 大きな 広告 の よう に 、 私 の 顔 の 上 に 判然  はっき  り し た 字 で 貼  は  り 付け られ て あっ たろ う と 私 は 思う の です 。 いくら Ｋ でも そこ に 気 の 付か ない はず は ない の です が 、 彼 は また 彼 で 、 自分 の 事 に 一切  いっさい  を 集中 し て いる から 、 私 の 表情 など に 注意 する 暇 が なかっ た の でしょ う 。 彼 の 自白 は 最初 から 最後 まで 同じ 調子 で 貫い て い まし た 。 重く て 鈍  のろ  い 代り に 、 とても 容易 な 事 で は 動か せ ない という 感じ を 私 に 与え た の です 。 私 の 心 は 半分 その 自白 を 聞い て い ながら 、 半分 どうし よう どう しよ う という 念 に 絶えず 掻  か  き 乱さ れ て い まし た から 、 細  こま  かい 点 に なる と ほとんど 耳 へ 入ら ない と 同様 でし た が 、 それでも 彼 の 口 に 出す 言葉 の 調子 だけ は 強く 胸 に 響き まし た 。 その ため に 私 は 前 いっ た 苦痛 ばかり で なく 、 ときには 一種 の 恐ろし さ を 感ずる よう に なっ た の です 。 つまり 相手 は 自分 より 強い の だ という 恐怖 の 念 が 萌  きざ  し 始め た の です 。
souseki	 それ っ 切り しか いえ ない の よ 。 けれども その 事 が あっ て から 後  のち  な ん です 。 先生 の 性質 が 段々 変っ て 来 た の は 。 なぜ その 方 が 死ん だ の か 、 私 に は 解ら ない の 。 先生 に も おそらく 解っ て い ない でしょ う 。 けれども それ から 先生 が 変っ て 来 た と 思え ば 、 そう 思わ れ ない 事 も ない の よ 
souseki	私 は 夏休み に どこ か へ 行こ う か と Ｋ に 相談 し まし た 。 Ｋ は 行き たく ない よう な 口 振  くち ぶり  を 見せ まし た 。 無論 彼 は 自分 の 自由 意志 で どこ へ も 行ける 身体  から だ  で は あり ませ ん が 、 私 が 誘い さえ すれ ば 、 また どこ へ 行っ て も 差 支  さ し つ か  え ない 身体 だっ た の です 。 私 は なぜ 行き たく ない の か と 彼 に 尋ね て み まし た 。 彼 は 理由 も 何 に も ない という の です 。 宅  うち  で 書物 を 読ん だ 方 が 自分 の 勝手 だ という の です 。 私 が 避暑 地 へ 行っ て 涼しい 所 で 勉強 し た 方 が 、 身体 の ため だ と 主張 する と 、 それなら 私 一 人 行っ たら よかろ う という の です 。 しかし 私 は Ｋ 一 人 を ここ に 残し て 行く 気 に は なれ ない の です 。 私 は ただ で さえ Ｋ と 宅 の もの が 段々 親しく なっ て 行く の を 見 て いる の が 、 余り 好  い  い 心持 で は なかっ た の です 。 私 が 最初 希望 し た 通り に なる の が 、 何で 私 の 心持 を 悪く する の か と いわ れれ ば それ まで です 。 私 は 馬鹿 に 違い ない の です 。 果  はて  しの つか ない 二 人 の 議論 を 見る に 見かね て 奥さん が 仲 へ 入り まし た 。 二 人 は とうとう いっしょ に 房州  ぼう しゅう  へ 行く 事 に なり まし た 。
souseki	 よく ころり と 死ぬ 人 が ある じゃ あり ませ ん か 。 自然 に 。 それから あっと 思う 間  ま  に 死ぬ 人 も ある でしょ う 。 不自然 な 暴力 で 
souseki	先生 は 苦笑 さえ し なかっ た 。 二 人 の 男女 を 視線 の 外  ほか  に 置く よう な 方角 へ 足 を 向け た 。 それから 私 に こう 聞い た 。
souseki	私 は 未亡人  びぼう じん  に 会っ て 来意  らい い  を 告げ まし た 。 未亡人 は 私 の 身元 やら 学校 やら 専門 やら について 色々 質問 し まし た 。 そう し て これ なら 大丈夫 だ という ところ を どこ か に 握っ た の でしょ う 、 いつ でも 引っ越し て 来 て 差 支  さ し つ か  え ない という 挨拶  あいさつ  を 即 坐  そく ざ  に 与え て くれ まし た 。 未亡人 は 正しい 人 でし た 、 また 判然  はっきり  し た 人 でし た 。 私 は 軍人 の 妻 君  さ いく ん  という もの は みんな こんな もの か と 思っ て 感服 し まし た 。 感服 も し た が 、 驚き も し まし た 。 この 気性  きしょう  で どこ が 淋  さむ  し い の だろ う と 疑い も し まし た 。
souseki	 そう 思い切り よく 考えれ ば 、 それ まで です けれども 
souseki	母 は 父 が 庭 へ 出 たり 背戸  せ ど  へ 下り たり する 元気 を 見 て いる 間 だけ は 平気 で いる くせ に 、 こんな 事 が 起る と また 必要 以上 に 心配 し たり 気 を 揉  も  ん だり し た 。
souseki	先生 は ちょっと 顔 だけ 向け 直し て 、 奥さん の 言葉 を 否定 し た 。
souseki	それ は ある 軍人 の 家族 、 と いう より も むしろ 遺族 、 の 住ん で いる 家 でし た 。 主人 は 何 でも 日 清  に っし ん  戦争 の 時 か 何 か に 死ん だ の だ と 上 さん が いい まし た 。 一 年 ばかり 前 まで は 、 市ヶ谷  いち が や  の 士官  しかん  学校 の 傍  そば  とか に 住ん で い た の だ が 、 厩  うま や  など が あっ て 、 邸  や しき  が 広 過ぎる ので 、 そこ を 売り払っ て 、 ここ へ 引っ越し て 来 た けれども 、 無人  ぶ に ん  で 淋  さむ  し くっ て 困る から 相当 の 人 が あっ たら 世話 を し て くれ と 頼ま れ て い た の だ そう です 。 私 は 上 さん から 、 その 家 に は 未亡人  びぼう じん  と 一人娘 と 下女  げじ ょ  より 外  ほか  に い ない の だ という 事 を 確かめ まし た 。 私 は 閑静 で 至極  しごく  好かろ う と 心 の 中  うち  に 思い まし た 。 けれども そんな 家族 の うち に 、 私 の よう な もの が 、 突然 行っ た ところ で 、 素性  すじ ょう  の 知れ ない 書生 さん という 名称 の もと に 、 すぐ 拒絶 さ れ は し まい か という 掛 念  け ねん  も あり まし た 。 私 は 止  よ  そう か と も 考え まし た 。 しかし 私 は 書生 として そんなに 見苦しい 服装  なり  は し て い ませ ん でし た 。 それから 大学 の 制帽 を 被  かぶ  って い まし た 。 あなた は 笑う でしょ う 、 大学 の 制帽 が どう し た ん だ と いっ て 。 けれども その 頃 の 大学生 は 今 と 違っ て 、 大分  だいぶ  世間 に 信用 の あっ た もの です 。 私 は その 場合 この 四角 な 帽子 に 一種 の 自信 を 見 出  みい だ  し た くらい です 。 そうして 駄菓子 屋 の 上 さん に 教わっ た 通り 、 紹介 も 何 も なし に その 軍人 の 遺族 の 家  うち  を 訪ね まし た 。
souseki	無遠慮 な 私 は 、 ある 時 ついに それ を 先生 の 前 に 打ち明け た 。 先生 は 笑っ て い た 。 私 は こう いっ た 。
souseki	先生 は 平生 から むしろ 質素 な 服装  なり  を し て い た 。 それ に 家内  かない  は 小 人数  こ に ん ず  で あっ た 。 したがって 住宅 も 決して 広く は なかっ た 。 けれども その 生活 の 物質 的 に 豊か な 事 は 、 内輪 に はいり 込ま ない 私 の 眼 に さえ 明らか で あっ た 。 要するに 先生 の 暮し は 贅沢  ぜいたく  と いえ ない まで も 、 あたじけなく 切り詰め た 無 弾力 性 の もの で は なかっ た 。
souseki	 どうして こう 渇  か わ  く の か ね 。 やっぱり 心  しん  に 丈夫 の 所 が ある の かも 知れ ない よ 
souseki	その 頃  ころ  の 新聞 は 実際 ｜ 田舎  いなか  もの に は 日 ごと に 待ち受け られる よう な 記事 ばかり あっ た 。 私 は 父 の 枕元 に 坐っ て 鄭 寧  ていねい  に それ を 読ん だ 。 読む 時間 の ない 時 は 、 そっと 自分 の 室  へや  へ 持っ て 来 て 、 残らず 眼 を 通し た 。 私 の 眼 は 長い 間 、 軍服 を 着 た 乃木 大将 と 、 それから 官女  かんじ ょ  み た よう な 服装  なり  を し た その 夫人 の 姿 を 忘れる 事 が でき なかっ た 。
souseki	父 は 明らか に 自分 の 病気 を 恐れ て い た 。 しかし 医者 の 来る たび に 蒼 蠅  うる さ  い 質問 を 掛け て 相手 を 困ら す 質  たち  で も なかっ た 。 医者 の 方 で も また 遠慮 し て 何 と も いわ なかっ た 。
souseki	父 は この 外  ほか  に も まだ 色々 の 小言  こ ごと  を いっ た 。 その 中 に は 、  昔 の 親 は 子 に 食わ せ て もらっ た のに 、 今 の 親 は 子 に 食わ れる だけ だ  など という 言葉 が あっ た 。 それら を 私 は ただ 黙っ て 聞い て い た 。
souseki	先生 と 知り合い に なっ て から 先生 の 亡くなる まで に 、 私 は ずいぶん 色々 の 問題 で 先生 の 思想 や 情操 に 触れ て み た が 、 結婚 当時 の 状況 について は 、 ほとんど 何もの も 聞き 得 なかっ た 。 私 は 時に よる と 、 それ を 善意 に 解釈 し て も み た 。 年輩 の 先生 の 事 だ から 、 艶  なま  めかし い 回想 など を 若い もの に 聞か せる の は わざと 慎  つつ し  んで いる の だろ う と 思っ た 。 時に よる と 、 また それ を 悪く も 取っ た 。 先生 に 限ら ず 、 奥さん に 限ら ず 、 二 人 とも 私 に 比べる と 、 一 時代 前 の 因襲 の うち に 成人 し た ため に 、 そういう 艶  つや  っぽい 問題 に なる と 、 正直 に 自分 を 開放 する だけ の 勇気 が ない の だろ う と 考え た 。 もっとも どちら も 推測 に 過ぎ なかっ た 。 そう し て どちら の 推測 の 裏 に も 、 二 人 の 結婚 の 奥 に 横たわる 花やか な ロマンス の 存在 を 仮定 し て い た 。
souseki	 一口  ひとくち  で いう と 、 叔父 は 私  わたくし  の 財産 を 胡 魔 化  ごま か  し た の です 。 事 は 私 が 東京 へ 出 て いる 三 年 の 間 に 容易  たやす  く 行わ れ た の です 。 すべて を 叔父 ｜ 任  まか  せ に し て 平気 で い た 私 は 、 世間 的 に いえ ば 本当 の 馬鹿 でし た 。 世間 的 以上 の 見地 から 評すれ ば 、 あるいは 純 なる 尊  たっ と  い 男 と で も いえ ましょ う か 。 私 は その 時 の 己  おの  れ を 顧み て 、 なぜ もっと 人 が 悪く 生れ て 来 なかっ た か と 思う と 、 正直 過ぎ た 自分 が 口 惜  く や  し くっ て 堪  たま  り ませ ん 。 しかし また どうか し て 、 もう一度 ああ いう 生れ た まま の 姿 に 立ち 帰っ て 生き て 見 たい という 心持 も 起る の です 。 記憶 し て 下さい 、 あなた の 知っ て いる 私 は 塵  ちり  に 汚れ た 後  あと  の 私 です 。 きたなく なっ た 年数 の 多い もの を 先輩 と 呼ぶ なら ば 、 私 は たしかに あなた より 先輩 でしょ う 。
souseki	それ は 普通 の 手紙 に 比べる と よほど 目方 の 重い もの で あっ た 。 並  なみ  の 状袋  じょうぶ くろ  に も 入れ て なかっ た 。 また 並 の 状袋 に 入れ られ べき 分量 で も なかっ た 。 半紙 で 包ん で 、 封じ目 を 鄭 寧  ていねい  に 糊  のり  で 貼  は  り 付け て あっ た 。 私 は それ を 兄 の 手 から 受け取っ た 時 、 すぐ その 書留 で ある 事 に 気が付い た 。 裏 を 返し て 見る と そこ に 先生 の 名 が つつしん だ 字 で 書い て あっ た 。 手 の 放せ ない 私 は 、 すぐ 封 を 切る 訳 に 行か ない ので 、 ちょっと それ を 懐  ふところ  に 差し込ん だ 。
souseki	私 は 鞄  かばん  を 買っ た 。 無論 和製 の 下等 な 品 に 過ぎ なかっ た が 、 それでも 金具 や など が ぴかぴか し て いる ので 、 田舎 もの を 威嚇  おど  かす に は 充分 で あっ た 。 この 鞄 を 買う という 事 は 、 私 の 母 の 注文 で あっ た 。 卒業 し たら 新しい 鞄 を 買っ て 、 その なか に 一切  いっさい  の 土産  みやげ  もの を 入れ て 帰る よう に と 、 わざわざ 手紙 の 中 に 書い て あっ た 。 私 は その 文句 を 読ん だ 時 に 笑い 出し た 。 私 に は 母 の 料簡  りょうけん  が解  わか  ら ない と いう より も 、 その 言葉 が 一種 の 滑稽  こっけい  として 訴え た の で ある 。
souseki	待ち合わせる ため に 振り向い て 立  た  ち 留  ど  まっ た 私 の 顔 を 見 て 、 先生 は こう いっ た 。
souseki	奥さん は いい 渋っ て 膝  ひざ  の 上 に 置い た 自分 の 手 を 眺め て い た 。
souseki	私 は 一応 自分 の 胸 の 中 を 調べ て 見 た 。 けれども そこ は 案外 に 空虚 で あっ た 。 思いあたる よう な もの は 何 に も なかっ た 。
souseki	 しかし ついで に 散歩 を なすっ たら ちょうど 好  い  い じゃ あり ませ ん か 
souseki	 先生 の お 宅 の 墓地 は あすこ に ある ん です か  と 私 が また 口 を 利き 出し た 。
souseki	それから 二 、 三 日 し て 、 私 は とうとう 自殺 する 決心 を し た の です 。 私 に 乃木 さん の 死ん だ 理由 が よく 解  わか  ら ない よう に 、 あなた に も 私 の 自殺 する 訳 が 明らか に 呑  の  み 込め ない かも 知れ ませ ん が 、 もし そう だ と する と 、 それ は 時勢 の 推移 から 来る 人間 の 相違 だ から 仕方 が あり ませ ん 。 あるいは 箇人  こじん  の もって 生れ た 性格 の 相違 といった 方 が 確  たし  か かも 知れ ませ ん 。 私 は 私 の できる 限り この 不可思議 な 私 という もの を 、 あなた に 解ら せる よう に 、 今 まで の 叙述 で 己  おの  れ を 尽  つく  し た つもり です 。
souseki	先生 は 苦笑 し た 。 懐中  ふところ  から 蟇 口  がま ぐち  を 出し て 、 五 銭 の 白銅  はくどう  を 小 供 の 手 に 握ら せ た 。
souseki	 そんなに 容易  たやす  く 考え られる 病気 じゃ あり ませ ん よ 。 尿毒症  に ょうどくしょう  が 出る と 、 もう 駄目  だめ  な ん だ から 
souseki	私 は 仕方 なし に 言葉 の 上 で 、 好  い  い 加減 に うろつき 廻  ま わ  っ た 末 、 Ｋ が 近頃  ちかごろ  何 か いい は し なかっ た か と 奥さん に 聞い て み まし た 。 奥さん は 思い も 寄ら ない という 風 を し て 、  何 を ？  と また 反問 し て 来 まし た 。 そう し て 私 の 答える 前 に 、  あなた に は 何 か おっしゃっ た ん です か  と かえって 向う で 聞く の です 。
souseki	幸  さい わ  い に し て 先生 の 予言 は 実現 さ れ ず に 済ん だ 。 経験 の ない 当時 の 私  わたくし  は 、 この 予言 の 中  うち  に 含ま れ て いる 明白 な 意義 さえ 了解 し 得 なかっ た 。 私 は 依然として 先生 に 会い に 行っ た 。 その 内  うち  いつの間にか 先生 の 食卓 で 飯  めし  を 食う よう に なっ た 。 自然 の 結果 奥さん とも 口 を 利  き  か なけれ ば なら ない よう に なっ た 。
souseki	 そう です か 。 —— そう 、 それ は いう はず が あり ませ ん ね 、 始めて 会っ た あなた に 。 いう 必要 が ない ん だ から 
souseki	 売れ ば いくら ぐらい に なっ て 
